timestamp,open,high,low,close,tick_volume,macd,macd_signal,macd_hist,ema_21,ema_200,ema_distance,sma_20,sma_50,atr_14,atr_pct,tr,plus_di,minus_di,adx_14,adx_strength,cci,cci_divergence,stoch_k,stoch_d,stoch_cross,bullish_engulfing,bearish_engulfing,body_position,upper_shadow_ratio,lower_shadow_ratio,retorno_condicional,vol_ratio,tick_vol_zscore,breakout_adaptive,squeeze,rsi,rsi_slope,bb_high,bb_low,regime_kmeans,regime_hmm,micro_tick_zscore,micro_vol_burst,micro_spike,rolling_kurtosis,rolling_skewness,gap,range_outlier,rolling_sharpe,rolling_autocorr,sinal
2025-05-15 03:40:00,1.3269199999999999,1.32703,1.32674,1.32683,144,0.0,0.0,0.0,1.32683,1.32683,0.0,1.32683,1.32683,0.00028999999999990145,0.0002185660557730345,0.00028999999999990145,0.0,0.0,0.0,0,2.0067835671393675,0,31.034375743516076,31.034375743516076,0,0,0,-0.31034375743516074,0.37930903686570694,0.31034375743516074,0.0,9.033079459772834,21.071826636293235,0,0,50.55271324208375,0.003298169412859454,1.3503109056309257,1.348169648986516,2,2,0.006232267834191396,0.5242841187071072,0,-0.3206380342705097,-0.04676262601604825,-1.9815990799533343e-06,0,0.0,0.8817801082061004,0
2025-05-15 03:45:00,1.32683,1.32698,1.32682,1.32683,91,0.0,0.0,0.0,1.32683,1.32683,0.0,1.32683,1.32683,0.0002249999999999197,0.00016957711223769632,0.00015999999999993797,0.0,0.0,0.0,0,47.140452078579806,0,31.034375743516076,31.034375743516076,0,0,0,0.0,0.937494140662575,0.062499609376487304,0.0,159999.99999993795,3.1352847844227307,0,0,0.0,0.003298169412859454,1.32683,1.32683,1,2,-0.7071067811676797,0.0,0,-0.3206380342705097,-0.04676262601604825,0.0,0,0.0,0.8817801082061004,0
2025-05-15 03:50:00,1.32683,1.32731,1.3268,1.32724,208,3.270655270659617e-05,6.541310541319234e-06,2.6165242165276938e-05,1.3268672727272726,1.3268340796019902,3.3193125282382496e-05,1.3269666666666666,1.3269666666666666,0.00031999999999994994,0.00024110183520602762,0.0005100000000000104,34.37496419274491,0.0,33.333333332363644,1,76.93198842911869,1,87.71914435237491,49.92929861313569,1,0,0,0.8039199923137661,0.13725463283407888,0.05882341407168589,0.0003090071825329055,2.154493122362309,5.041012079889243,1,0,99.99951219750147,99.99951219750147,1.3274400938874023,1.326493239445931,0,2,1.0298230095484797,0.9999957755036817,0,-0.3206380342705097,1.7320467984202061,0.0,0,0.7071035450306266,0.8817801082061004,0
2025-05-15 03:55:00,1.32722,1.32744,1.32702,1.3272300000000001,167,5.71608996680073e-05,1.6665228366656847e-05,4.0495671301350457e-05,1.326900247933884,1.3268380191084381,6.222882544593134e-05,1.3270325,1.3270325,0.0003449999999999287,0.00025993987458088557,0.0004199999999998649,33.33330917876147,0.0,49.99999999852273,1,76.74336666847908,0,69.99990000016506,62.917806698685354,1,0,0,0.023809467120480016,0.49999880952637965,0.4761893424064283,-7.534432355793541e-06,1.7959194512999686,9.374553873027871,1,0,97.61835034515309,-2.3811618523483844,1.3275002249904237,1.3265647750095764,0,1,0.29711700799760465,0.9999957240013064,0,-5.981830217778737,0.0015821687844908463,-1.999999999990898e-05,0,0.5563644201326462,0.48137144114632746,0
2025-05-15 04:00:00,1.32722,1.32788,1.32722,1.32766,208,0.00010997087635100655,3.532635796352679e-05,7.464451838747976e-05,1.326969316303531,1.3268461980227821,0.00012311828074884623,1.327158,1.327158,0.00040799999999991955,0.00030730759358014244,0.0006599999999998829,44.11762543254039,0.0,59.99999999836485,1,101.4148991735067,1,80.70168359502294,79.47357598252097,1,0,0,0.6666656565672991,0.3333328282834814,0.0,0.0003239830323304993,1.9070788768933207,13.351488007722814,1,0,98.8230643620682,1.204714016915105,1.3278501560517688,1.3264658439482313,0,1,0.9058772425777705,0.9999971104865502,0,-0.44574545385354963,0.571530791053995,-1.0000000000065512e-05,0,0.8450681904253748,0.6892870361906851,0
2025-05-15 04:05:00,1.32766,1.32767,1.32727,1.32738,230,0.00012775680251175814,5.381244687317306e-05,7.394435563858508e-05,1.327006651185028,1.326851509485242,0.0001551416997860322,1.327195,1.327195,0.0004066666666665923,0.00030636793258917894,0.00039999999999995595,36.88523078474417,0.0,66.66666666485219,1,57.753626753839,0,56.14030163131607,68.94729507550136,0,0,0,-0.699998250004597,0.02499993749976767,0.27499931250188525,0.0,1.2401646433015374,16.943826793395456,0,0,74.33595426569448,-24.487110096373712,1.327840073639207,1.3265499263607927,2,1,1.073540170879254,0.9999968995883917,0,-0.850428572114275,0.08722713699560965,0.0,0,0.3613275401276775,0.5636710163159713,0
2025-05-15 04:10:00,1.32738,1.32774,1.32738,1.3277,162,0.0001657627924951388,7.620251599756622e-05,8.956027649757259e-05,1.32706968289548,1.326859952176931,0.00020973071854890613,1.3272671428571428,1.3272671428571428,0.00039999999999992423,0.00030127287768219575,0.00035999999999991594,34.642844770416126,0.0,71.4285714266038,1,77.2240750320598,1,84.21045244698385,73.68414589110763,1,0,0,0.8888864197604248,0.11111080246951341,0.0,0.0,1.0259595558944723,21.929265168839976,1,0,79.99966896689315,5.663714701198671,1.3279689229067988,1.3265653628074867,2,1,-0.22956255548647916,0.9999971501123447,0,-1.333558708360068,-0.129457458073679,0.0,0,0.5078738533768592,0.6064052688606728,0
2025-05-15 04:15:00,1.32769,1.32791,1.32758,1.32773,186,0.00019604369299508484,0.00010017075139706996,9.587294159801488e-05,1.3271297117231635,1.3268686093692004,0.0002611023539631496,1.327325,1.327325,0.0003912499999999264,0.0002946758751442315,0.00032999999999994145,36.42171360329065,0.0,74.99999999793512,1,85.50666404710927,1,84.61531229461656,74.98868879097216,1,0,0,0.12121175390391876,0.5454528925666252,0.3333323232356084,0.0,0.9072132355525744,27.74090121411619,1,0,80.40502511137339,0.40535614448023694,1.3280525006136474,1.3265974993863527,2,1,0.26117098973584624,0.9999972508689832,0,-1.386621744075238,-0.344784644927282,-1.0000000000065512e-05,0,0.4865817118492371,0.6989555055267023,0
2025-05-15 04:20:00,1.32774,1.32794,1.3275000000000001,1.32789,124,0.0002302974618424436,0.00012619609348614468,0.00010410136835629891,1.3271988288392396,1.3268787724600541,0.0003200563791854183,1.3273877777777778,1.3273877777777778,0.0003966666666665761,0.00029871952222537755,0.0004399999999997739,31.93276416449685,2.240895730838065,76.3205828758443,1,78.97386520696978,0,95.83325347229803,88.21967273796615,1,0,0,0.3409083161178533,0.11363610537228135,0.5454533057877579,0.0001205064282647772,1.1313887194407566,30.36502918531994,1,0,82.3166716259966,1.9116465146232144,1.3281655809519664,1.3266099746035893,2,1,-1.0088381406964848,0.9999974286620013,0,-1.2109010403621203,-0.3739470397980273,9.999999999843467e-06,0,0.5410264970464089,0.7654120526143459,0
2025-05-15 04:25:00,1.3278699999999999,1.3281399999999999,1.3277,1.3277999999999999,160,0.00024733050054814854,0.00015042297489854545,9.690752564960308e-05,1.327253480762945,1.3268879389032378,0.0003655418597072746,1.327429,1.327429,0.0004009999999998959,0.00030200331352454635,0.0004399999999997739,33.4164505195945,1.9950119713156862,77.56176402463082,1,84.29035323891353,1,75.71423163268852,85.38759913320104,0,0,0,-0.1590905475215976,0.6136349690117322,0.2272722107445627,-6.777669837121358e-05,1.130687035838692,35.961513052946984,1,0,78.03427612226035,-4.282395503736254,1.32820728586579,1.3266507141342099,2,1,-0.19027255583569835,0.9999974302567367,0,-1.0946580397701777,-0.5563598423082713,-2.0000000000131024e-05,0,0.44762805231155134,0.79167926867103,0
