datahora,ativo,sinal_robo,preco_entrada,padrao,confianca,motivo,sinal_ideal_n1,resultado,lucro_pips_n1,pendente
2025-08-18 01:15:00,GBPUSD,0,1.35599,RandomForest:0|XGBoost:0|LSTM:1,0.64,random_forest:0|Conf:0.63|ConfEff:0.25|xgboost:0|Conf:0.63|ConfEff:0.25|lstm:1|Conf:0.68|ConfEff:0.68|SNIPER:BLOCK|mp=0.573; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:20:00,EURUSD,0,1.17108,RandomForest:0|XGBoost:0|LSTM:1,0.87,random_forest:0|Conf:0.86|ConfEff:0.34|xgboost:0|Conf:0.98|ConfEff:0.26|lstm:1|Conf:0.76|ConfEff:0.76|SNIPER:BLOCK|mp=0.556; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:20:00,GBPUSD,0,1.35599,RandomForest:0|XGBoost:0|LSTM:1,0.67,random_forest:0|Conf:0.57|ConfEff:0.23|xgboost:0|Conf:0.64|ConfEff:0.26|lstm:1|Conf:0.80|ConfEff:0.80|SNIPER:BLOCK|mp=0.622; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:25:00,EURUSD,0,1.17118,RandomForest:0|XGBoost:0|LSTM:1,0.86,random_forest:0|Conf:0.85|ConfEff:0.34|xgboost:0|Conf:0.98|ConfEff:0.26|lstm:1|Conf:0.74|ConfEff:0.74|SNIPER:BLOCK|mp=0.554; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:25:00,GBPUSD,0,1.356,RandomForest:0|XGBoost:0|LSTM:1,0.76,random_forest:0|Conf:0.62|ConfEff:0.25|xgboost:0|Conf:0.87|ConfEff:0.26|lstm:1|Conf:0.78|ConfEff:0.78|SNIPER:BLOCK|mp=0.606; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:30:00,EURUSD,0,1.17128,RandomForest:0|XGBoost:0|LSTM:1,0.85,random_forest:0|Conf:0.86|ConfEff:0.34|xgboost:0|Conf:0.98|ConfEff:0.26|lstm:1|Conf:0.71|ConfEff:0.71|SNIPER:BLOCK|mp=0.541; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:30:00,GBPUSD,0,1.35607,RandomForest:0|XGBoost:0|LSTM:1,0.71,random_forest:0|Conf:0.60|ConfEff:0.24|xgboost:0|Conf:0.73|ConfEff:0.26|lstm:1|Conf:0.79|ConfEff:0.79|SNIPER:BLOCK|mp=0.613; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:35:00,EURUSD,0,1.17114,RandomForest:0|XGBoost:0|LSTM:1,0.84,random_forest:0|Conf:0.85|ConfEff:0.34|xgboost:0|Conf:0.93|ConfEff:0.26|lstm:1|Conf:0.73|ConfEff:0.73|SNIPER:BLOCK|mp=0.547; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:35:00,GBPUSD,0,1.35587,RandomForest:0|XGBoost:0|LSTM:1,0.74,random_forest:0|Conf:0.62|ConfEff:0.25|xgboost:0|Conf:0.80|ConfEff:0.26|lstm:1|Conf:0.80|ConfEff:0.80|SNIPER:BLOCK|mp=0.612; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:40:00,EURUSD,0,1.17116,RandomForest:0|XGBoost:0|LSTM:1,0.79,random_forest:0|Conf:0.79|ConfEff:0.32|xgboost:0|Conf:0.83|ConfEff:0.26|lstm:1|Conf:0.75|ConfEff:0.75|SNIPER:BLOCK|mp=0.566; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:40:00,GBPUSD,0,1.356,RandomForest:0|XGBoost:0|LSTM:1,0.72,random_forest:0|Conf:0.62|ConfEff:0.25|xgboost:0|Conf:0.75|ConfEff:0.26|lstm:1|Conf:0.80|ConfEff:0.80|SNIPER:BLOCK|mp=0.612; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:45:00,EURUSD,0,1.1712,RandomForest:0|XGBoost:0|LSTM:1,0.8,random_forest:0|Conf:0.84|ConfEff:0.34|xgboost:0|Conf:0.79|ConfEff:0.26|lstm:1|Conf:0.76|ConfEff:0.76|SNIPER:BLOCK|mp=0.560; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:45:00,GBPUSD,0,1.35592,RandomForest:0|XGBoost:-1|LSTM:1,0.67,random_forest:0|Conf:0.59|ConfEff:0.24|xgboost:-1|Conf:0.65|ConfEff:0.65|lstm:1|Conf:0.78|ConfEff:0.78|SNIPER:BLOCK|mp=0.081; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:50:00,EURUSD,0,1.17113,RandomForest:0|XGBoost:0|LSTM:1,0.86,random_forest:0|Conf:0.87|ConfEff:0.35|xgboost:0|Conf:0.93|ConfEff:0.26|lstm:1|Conf:0.77|ConfEff:0.77|SNIPER:BLOCK|mp=0.559; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:50:00,GBPUSD,0,1.35591,RandomForest:0|XGBoost:-1|LSTM:1,0.73,random_forest:0|Conf:0.53|ConfEff:0.21|xgboost:-1|Conf:0.85|ConfEff:0.85|lstm:1|Conf:0.80|ConfEff:0.80|SNIPER:BLOCK|mp=-0.027; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:55:00,EURUSD,0,1.17135,RandomForest:0|XGBoost:0|LSTM:1,0.69,random_forest:0|Conf:0.79|ConfEff:0.32|xgboost:0|Conf:0.62|ConfEff:0.25|lstm:1|Conf:0.66|ConfEff:0.66|SNIPER:BLOCK|mp=0.537; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 01:55:00,GBPUSD,0,1.35614,RandomForest:0|XGBoost:-1|LSTM:1,0.7,random_forest:0|Conf:0.55|ConfEff:0.22|xgboost:-1|Conf:0.81|ConfEff:0.81|lstm:1|Conf:0.76|ConfEff:0.76|SNIPER:BLOCK|mp=-0.028; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:00:00,EURUSD,0,1.17089,RandomForest:0|XGBoost:0|LSTM:1,0.77,random_forest:0|Conf:0.68|ConfEff:0.27|xgboost:0|Conf:0.92|ConfEff:0.26|lstm:1|Conf:0.71|ConfEff:0.71|SNIPER:BLOCK|mp=0.573; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:00:00,GBPUSD,0,1.35573,RandomForest:0|XGBoost:0|LSTM:1,0.71,random_forest:0|Conf:0.64|ConfEff:0.26|xgboost:0|Conf:0.74|ConfEff:0.26|lstm:1|Conf:0.74|ConfEff:0.74|SNIPER:BLOCK|mp=0.590; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:05:00,EURUSD,0,1.17097,RandomForest:0|XGBoost:0|LSTM:1,0.83,random_forest:0|Conf:0.81|ConfEff:0.32|xgboost:0|Conf:0.91|ConfEff:0.26|lstm:1|Conf:0.78|ConfEff:0.78|SNIPER:BLOCK|mp=0.572; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:05:00,GBPUSD,0,1.35588,RandomForest:0|XGBoost:0|LSTM:1,0.71,random_forest:0|Conf:0.65|ConfEff:0.26|xgboost:0|Conf:0.75|ConfEff:0.26|lstm:1|Conf:0.74|ConfEff:0.74|SNIPER:BLOCK|mp=0.587; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:10:00,EURUSD,0,1.17087,RandomForest:0|XGBoost:0|LSTM:1,0.89,random_forest:0|Conf:0.89|ConfEff:0.36|xgboost:0|Conf:0.97|ConfEff:0.26|lstm:1|Conf:0.82|ConfEff:0.82|SNIPER:BLOCK|mp=0.570; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:10:00,GBPUSD,0,1.35571,RandomForest:0|XGBoost:0|LSTM:1,0.72,random_forest:0|Conf:0.63|ConfEff:0.25|xgboost:0|Conf:0.75|ConfEff:0.26|lstm:1|Conf:0.78|ConfEff:0.78|SNIPER:BLOCK|mp=0.605; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:15:00,EURUSD,0,1.17062,RandomForest:0|XGBoost:0|LSTM:1,0.83,random_forest:0|Conf:0.80|ConfEff:0.32|xgboost:0|Conf:0.91|ConfEff:0.26|lstm:1|Conf:0.77|ConfEff:0.77|SNIPER:BLOCK|mp=0.572; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:15:00,GBPUSD,0,1.35541,RandomForest:0|XGBoost:0|LSTM:1,0.77,random_forest:0|Conf:0.68|ConfEff:0.27|xgboost:0|Conf:0.78|ConfEff:0.26|lstm:1|Conf:0.83|ConfEff:0.83|SNIPER:BLOCK|mp=0.611; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:20:00,EURUSD,0,1.17041,RandomForest:0|XGBoost:0|LSTM:1,0.85,random_forest:0|Conf:0.82|ConfEff:0.33|xgboost:0|Conf:0.96|ConfEff:0.26|lstm:1|Conf:0.77|ConfEff:0.77|SNIPER:BLOCK|mp=0.567; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:20:00,GBPUSD,0,1.35537,RandomForest:0|XGBoost:0|LSTM:1,0.78,random_forest:0|Conf:0.70|ConfEff:0.28|xgboost:0|Conf:0.83|ConfEff:0.26|lstm:1|Conf:0.82|ConfEff:0.82|SNIPER:BLOCK|mp=0.604; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:25:00,EURUSD,0,1.17067,RandomForest:0|XGBoost:0|LSTM:1,0.87,random_forest:0|Conf:0.86|ConfEff:0.34|xgboost:0|Conf:0.97|ConfEff:0.26|lstm:1|Conf:0.79|ConfEff:0.79|SNIPER:BLOCK|mp=0.567; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:25:00,GBPUSD,0,1.35559,RandomForest:0|XGBoost:0|LSTM:1,0.81,random_forest:0|Conf:0.77|ConfEff:0.31|xgboost:0|Conf:0.84|ConfEff:0.26|lstm:1|Conf:0.83|ConfEff:0.83|SNIPER:BLOCK|mp=0.594; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:30:00,EURUSD,0,1.17067,RandomForest:0|XGBoost:0|LSTM:1,0.9,random_forest:0|Conf:0.92|ConfEff:0.37|xgboost:0|Conf:0.97|ConfEff:0.26|lstm:1|Conf:0.81|ConfEff:0.81|SNIPER:BLOCK|mp=0.564; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:30:00,GBPUSD,0,1.35554,RandomForest:0|XGBoost:0|LSTM:1,0.82,random_forest:0|Conf:0.73|ConfEff:0.29|xgboost:0|Conf:0.88|ConfEff:0.26|lstm:1|Conf:0.84|ConfEff:0.84|SNIPER:BLOCK|mp=0.603; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:35:00,EURUSD,0,1.17069,RandomForest:0|XGBoost:0|LSTM:1,0.89,random_forest:0|Conf:0.93|ConfEff:0.37|xgboost:0|Conf:0.97|ConfEff:0.26|lstm:1|Conf:0.78|ConfEff:0.78|SNIPER:BLOCK|mp=0.553; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:35:00,GBPUSD,0,1.35565,RandomForest:0|XGBoost:0|LSTM:1,0.81,random_forest:0|Conf:0.72|ConfEff:0.29|xgboost:0|Conf:0.89|ConfEff:0.26|lstm:1|Conf:0.81|ConfEff:0.81|SNIPER:BLOCK|mp=0.597; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:40:00,EURUSD,0,1.17072,RandomForest:0|XGBoost:0|LSTM:1,0.89,random_forest:0|Conf:0.94|ConfEff:0.38|xgboost:0|Conf:0.97|ConfEff:0.26|lstm:1|Conf:0.76|ConfEff:0.76|SNIPER:BLOCK|mp=0.543; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:40:00,GBPUSD,0,1.3557,RandomForest:0|XGBoost:0|LSTM:1,0.81,random_forest:0|Conf:0.72|ConfEff:0.29|xgboost:0|Conf:0.91|ConfEff:0.26|lstm:1|Conf:0.81|ConfEff:0.81|SNIPER:BLOCK|mp=0.595; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:45:00,EURUSD,0,1.17043,RandomForest:0|XGBoost:0|LSTM:1,0.83,random_forest:0|Conf:0.83|ConfEff:0.33|xgboost:0|Conf:0.93|ConfEff:0.26|lstm:1|Conf:0.74|ConfEff:0.74|SNIPER:BLOCK|mp=0.555; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:45:00,GBPUSD,0,1.35547,RandomForest:0|XGBoost:0|LSTM:1,0.75,random_forest:0|Conf:0.61|ConfEff:0.24|xgboost:0|Conf:0.82|ConfEff:0.26|lstm:1|Conf:0.80|ConfEff:0.80|SNIPER:BLOCK|mp=0.615; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:50:00,EURUSD,0,1.17053,RandomForest:0|XGBoost:0|LSTM:1,0.88,random_forest:0|Conf:0.92|ConfEff:0.37|xgboost:0|Conf:0.97|ConfEff:0.26|lstm:1|Conf:0.75|ConfEff:0.75|SNIPER:BLOCK|mp=0.544; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:50:00,GBPUSD,0,1.35559,RandomForest:0|XGBoost:0|LSTM:1,0.74,random_forest:0|Conf:0.61|ConfEff:0.24|xgboost:0|Conf:0.81|ConfEff:0.26|lstm:1|Conf:0.79|ConfEff:0.79|SNIPER:BLOCK|mp=0.612; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:55:00,EURUSD,0,1.17062,RandomForest:0|XGBoost:0|LSTM:1,0.85,random_forest:0|Conf:0.88|ConfEff:0.35|xgboost:0|Conf:0.94|ConfEff:0.26|lstm:1|Conf:0.74|ConfEff:0.74|SNIPER:BLOCK|mp=0.549; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 02:55:00,GBPUSD,0,1.35555,RandomForest:0|XGBoost:0|LSTM:1,0.65,random_forest:0|Conf:0.61|ConfEff:0.24|xgboost:0|Conf:0.61|ConfEff:0.25|lstm:1|Conf:0.71|ConfEff:0.71|SNIPER:BLOCK|mp=0.593; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:00:00,EURUSD,0,1.17052,RandomForest:0|XGBoost:0|LSTM:1,0.8,random_forest:0|Conf:0.88|ConfEff:0.35|xgboost:0|Conf:0.92|ConfEff:0.26|lstm:1|Conf:0.61|ConfEff:0.61|SNIPER:BLOCK|mp=0.499; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:00:00,GBPUSD,0,1.35544,RandomForest:0|XGBoost:0|LSTM:1,0.63,random_forest:0|Conf:0.57|ConfEff:0.23|xgboost:0|Conf:0.62|ConfEff:0.25|lstm:1|Conf:0.70|ConfEff:0.70|SNIPER:BLOCK|mp=0.594; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:05:00,EURUSD,0,1.17038,RandomForest:0|XGBoost:0|LSTM:1,0.76,random_forest:0|Conf:0.73|ConfEff:0.29|xgboost:0|Conf:0.92|ConfEff:0.26|lstm:1|Conf:0.65|ConfEff:0.65|SNIPER:BLOCK|mp=0.540; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:05:00,GBPUSD,0,1.35543,RandomForest:0|XGBoost:0|LSTM:1,0.68,random_forest:0|Conf:0.60|ConfEff:0.24|xgboost:0|Conf:0.74|ConfEff:0.26|lstm:1|Conf:0.69|ConfEff:0.69|SNIPER:BLOCK|mp=0.581; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:10:00,EURUSD,0,1.17047,RandomForest:0|XGBoost:0|LSTM:1,0.77,random_forest:0|Conf:0.78|ConfEff:0.31|xgboost:0|Conf:0.85|ConfEff:0.26|lstm:1|Conf:0.68|ConfEff:0.68|SNIPER:BLOCK|mp=0.544; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:10:00,GBPUSD,0,1.35559,RandomForest:0|XGBoost:-1|LSTM:1,0.6,random_forest:0|Conf:0.60|ConfEff:0.24|xgboost:-1|Conf:0.53|ConfEff:0.53|lstm:1|Conf:0.67|ConfEff:0.67|SNIPER:BLOCK|mp=0.097; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:15:00,EURUSD,0,1.1708,RandomForest:0|XGBoost:0|LSTM:1,0.75,random_forest:0|Conf:0.85|ConfEff:0.34|xgboost:0|Conf:0.81|ConfEff:0.26|lstm:1|Conf:0.60|ConfEff:0.60|SNIPER:BLOCK|mp=0.498; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:15:00,GBPUSD,0,1.35599,RandomForest:0|XGBoost:0|LSTM:1,0.57,random_forest:0|Conf:0.54|ConfEff:0.22|xgboost:0|Conf:0.57|ConfEff:0.23|lstm:1|Conf:0.61|ConfEff:0.61|SNIPER:BLOCK|mp=0.580; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:20:00,EURUSD,0,1.1709,RandomForest:0|XGBoost:0|LSTM:1,0.76,random_forest:0|Conf:0.80|ConfEff:0.32|xgboost:0|Conf:0.82|ConfEff:0.26|lstm:1|Conf:0.65|ConfEff:0.65|SNIPER:BLOCK|mp=0.529; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:20:00,GBPUSD,0,1.35605,RandomForest:0|XGBoost:0|LSTM:1,0.61,random_forest:0|Conf:0.56|ConfEff:0.22|xgboost:0|Conf:0.64|ConfEff:0.26|lstm:1|Conf:0.64|ConfEff:0.64|SNIPER:BLOCK|mp=0.570; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:25:00,EURUSD,0,1.17089,RandomForest:0|XGBoost:0|LSTM:1,0.76,random_forest:0|Conf:0.76|ConfEff:0.30|xgboost:0|Conf:0.86|ConfEff:0.26|lstm:1|Conf:0.65|ConfEff:0.65|SNIPER:BLOCK|mp=0.536; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:25:00,GBPUSD,0,1.35606,RandomForest:0|XGBoost:0|LSTM:1,0.6,random_forest:0|Conf:0.57|ConfEff:0.23|xgboost:0|Conf:0.61|ConfEff:0.25|lstm:1|Conf:0.63|ConfEff:0.63|SNIPER:BLOCK|mp=0.571; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:30:00,EURUSD,0,1.17064,RandomForest:0|XGBoost:0|LSTM:1,0.76,random_forest:0|Conf:0.73|ConfEff:0.29|xgboost:0|Conf:0.87|ConfEff:0.26|lstm:1|Conf:0.67|ConfEff:0.67|SNIPER:BLOCK|mp=0.549; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:30:00,GBPUSD,0,1.3559,RandomForest:0|XGBoost:0|LSTM:1,0.61,random_forest:0|Conf:0.63|ConfEff:0.25|xgboost:0|Conf:0.59|ConfEff:0.24|lstm:1|Conf:0.62|ConfEff:0.62|SNIPER:BLOCK|mp=0.557; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:35:00,EURUSD,0,1.17049,RandomForest:0|XGBoost:0|LSTM:1,0.73,random_forest:0|Conf:0.72|ConfEff:0.29|xgboost:0|Conf:0.77|ConfEff:0.26|lstm:1|Conf:0.71|ConfEff:0.71|SNIPER:BLOCK|mp=0.563; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:35:00,GBPUSD,0,1.35574,RandomForest:0|XGBoost:0|LSTM:1,0.67,random_forest:0|Conf:0.63|ConfEff:0.25|xgboost:0|Conf:0.66|ConfEff:0.26|lstm:1|Conf:0.71|ConfEff:0.71|SNIPER:BLOCK|mp=0.580; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:40:00,EURUSD,0,1.17024,RandomForest:0|XGBoost:0|LSTM:1,0.71,random_forest:0|Conf:0.68|ConfEff:0.27|xgboost:0|Conf:0.81|ConfEff:0.26|lstm:1|Conf:0.64|ConfEff:0.64|SNIPER:BLOCK|mp=0.544; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:40:00,GBPUSD,0,1.35547,RandomForest:0|XGBoost:0|LSTM:1,0.72,random_forest:0|Conf:0.72|ConfEff:0.29|xgboost:0|Conf:0.71|ConfEff:0.26|lstm:1|Conf:0.72|ConfEff:0.72|SNIPER:BLOCK|mp=0.566; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:45:00,EURUSD,0,1.1703,RandomForest:0|XGBoost:0|LSTM:1,0.74,random_forest:0|Conf:0.74|ConfEff:0.30|xgboost:0|Conf:0.79|ConfEff:0.26|lstm:1|Conf:0.70|ConfEff:0.70|SNIPER:BLOCK|mp=0.557; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:45:00,GBPUSD,0,1.35552,RandomForest:0|XGBoost:0|LSTM:1,0.71,random_forest:0|Conf:0.72|ConfEff:0.29|xgboost:0|Conf:0.69|ConfEff:0.26|lstm:1|Conf:0.72|ConfEff:0.72|SNIPER:BLOCK|mp=0.569; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:50:00,EURUSD,0,1.17002,RandomForest:0|XGBoost:0|LSTM:1,0.71,random_forest:0|Conf:0.67|ConfEff:0.27|xgboost:0|Conf:0.81|ConfEff:0.26|lstm:1|Conf:0.66|ConfEff:0.66|SNIPER:BLOCK|mp=0.554; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:50:00,GBPUSD,0,1.35532,RandomForest:0|XGBoost:-1|LSTM:1,0.65,random_forest:0|Conf:0.62|ConfEff:0.25|xgboost:-1|Conf:0.62|ConfEff:0.62|lstm:1|Conf:0.72|ConfEff:0.72|SNIPER:BLOCK|mp=0.067; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:55:00,EURUSD,0,1.17017,RandomForest:0|XGBoost:0|LSTM:1,0.77,random_forest:0|Conf:0.79|ConfEff:0.32|xgboost:0|Conf:0.85|ConfEff:0.26|lstm:1|Conf:0.67|ConfEff:0.67|SNIPER:BLOCK|mp=0.537; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 03:55:00,GBPUSD,0,1.35529,RandomForest:0|XGBoost:0|LSTM:1,0.67,random_forest:0|Conf:0.68|ConfEff:0.27|xgboost:0|Conf:0.62|ConfEff:0.25|lstm:1|Conf:0.72|ConfEff:0.72|SNIPER:BLOCK|mp=0.582; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:00:00,EURUSD,0,1.17005,RandomForest:0|XGBoost:0|LSTM:1,0.76,random_forest:0|Conf:0.77|ConfEff:0.31|xgboost:0|Conf:0.86|ConfEff:0.26|lstm:1|Conf:0.66|ConfEff:0.66|SNIPER:BLOCK|mp=0.537; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:00:00,GBPUSD,0,1.35536,RandomForest:0|XGBoost:-1|LSTM:1,0.63,random_forest:0|Conf:0.64|ConfEff:0.26|xgboost:-1|Conf:0.55|ConfEff:0.55|lstm:1|Conf:0.69|ConfEff:0.69|SNIPER:BLOCK|mp=0.091; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:05:00,EURUSD,0,1.16987,RandomForest:0|XGBoost:0|LSTM:1,0.72,random_forest:0|Conf:0.72|ConfEff:0.29|xgboost:0|Conf:0.79|ConfEff:0.26|lstm:1|Conf:0.65|ConfEff:0.65|SNIPER:BLOCK|mp=0.543; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:05:00,GBPUSD,0,1.35504,RandomForest:0|XGBoost:-1|LSTM:1,0.67,random_forest:0|Conf:0.64|ConfEff:0.26|xgboost:-1|Conf:0.70|ConfEff:0.70|lstm:1|Conf:0.66|ConfEff:0.66|SNIPER:BLOCK|mp=-0.028; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:10:00,EURUSD,0,1.16973,RandomForest:0|XGBoost:0|LSTM:1,0.76,random_forest:0|Conf:0.81|ConfEff:0.32|xgboost:0|Conf:0.82|ConfEff:0.26|lstm:1|Conf:0.64|ConfEff:0.64|SNIPER:BLOCK|mp=0.523; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:10:00,GBPUSD,0,1.35515,RandomForest:0|XGBoost:-1|LSTM:1,0.7,random_forest:0|Conf:0.70|ConfEff:0.28|xgboost:-1|Conf:0.72|ConfEff:0.72|lstm:1|Conf:0.67|ConfEff:0.67|SNIPER:BLOCK|mp=-0.025; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:15:00,EURUSD,0,1.16973,RandomForest:0|XGBoost:0|LSTM:1,0.69,random_forest:0|Conf:0.66|ConfEff:0.26|xgboost:0|Conf:0.85|ConfEff:0.26|lstm:1|Conf:0.56|ConfEff:0.56|SNIPER:BLOCK|mp=0.516; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:15:00,GBPUSD,0,1.35525,RandomForest:0|XGBoost:-1|LSTM:1,0.68,random_forest:0|Conf:0.72|ConfEff:0.29|xgboost:-1|Conf:0.67|ConfEff:0.67|lstm:1|Conf:0.65|ConfEff:0.65|SNIPER:BLOCK|mp=-0.013; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:20:00,EURUSD,0,1.16964,RandomForest:0|XGBoost:0|LSTM:1,0.74,random_forest:0|Conf:0.75|ConfEff:0.30|xgboost:0|Conf:0.82|ConfEff:0.26|lstm:1|Conf:0.66|ConfEff:0.66|SNIPER:BLOCK|mp=0.541; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:20:00,GBPUSD,0,1.35529,RandomForest:0|XGBoost:0|LSTM:1,0.71,random_forest:0|Conf:0.72|ConfEff:0.29|xgboost:0|Conf:0.68|ConfEff:0.26|lstm:1|Conf:0.72|ConfEff:0.72|SNIPER:BLOCK|mp=0.569; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:25:00,EURUSD,0,1.16956,RandomForest:0|XGBoost:0|LSTM:1,0.74,random_forest:0|Conf:0.68|ConfEff:0.27|xgboost:0|Conf:0.88|ConfEff:0.26|lstm:1|Conf:0.68|ConfEff:0.68|SNIPER:BLOCK|mp=0.560; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:25:00,GBPUSD,0,1.35532,RandomForest:0|XGBoost:-1|LSTM:1,0.69,random_forest:0|Conf:0.66|ConfEff:0.26|xgboost:-1|Conf:0.71|ConfEff:0.71|lstm:1|Conf:0.69|ConfEff:0.69|SNIPER:BLOCK|mp=-0.014; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:30:00,EURUSD,0,1.16945,RandomForest:0|XGBoost:0|LSTM:1,0.68,random_forest:0|Conf:0.57|ConfEff:0.23|xgboost:0|Conf:0.91|ConfEff:0.26|lstm:1|Conf:0.57|ConfEff:0.57|SNIPER:BLOCK|mp=0.539; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:30:00,GBPUSD,0,1.35518,RandomForest:0|XGBoost:-1|LSTM:1,0.64,random_forest:0|Conf:0.66|ConfEff:0.26|xgboost:-1|Conf:0.52|ConfEff:0.52|lstm:1|Conf:0.73|ConfEff:0.73|SNIPER:BLOCK|mp=0.139; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:35:00,EURUSD,0,1.1697,RandomForest:0|XGBoost:0|LSTM:1,0.71,random_forest:0|Conf:0.76|ConfEff:0.30|xgboost:0|Conf:0.81|ConfEff:0.26|lstm:1|Conf:0.56|ConfEff:0.56|SNIPER:BLOCK|mp=0.497; Score_Reforco=0.0,0,neutro,0.0,False
2025-08-18 04:35:00,GBPUSD,0,1.35541,RandomForest:0|XGBoost:0|LSTM:1,0.62,random_forest:0|Conf:0.66|ConfEff:0.26|xgboost:0|Conf:0.51|ConfEff:0.21|lstm:1|Conf:0.67|ConfEff:0.67|SNIPER:BLOCK|mp=0.589; Score_Reforco=0.0,0,neutro,0.0,False
